Test_Module,Test_Class,Depends_On_Class,Type
tika-parsers,AutoDetectParserConfigTest.java,org.apache.tika.metadata.TikaCoreProperties,Static Dependency
tika-parsers,TabularFormatsTest.java,org.junit.jupiter.api.Test,Static Dependency
tika-parsers,TabularFormatsTest.java,java.util.regex.Pattern,Static Dependency
tika-parsers,TabularFormatsTest.java,java.util.List,Static Dependency
tika-parsers,TabularFormatsTest.java,org.slf4j.Logger,Static Dependency
tika-parsers,TabularFormatsTest.java,org.apache.tika.TikaTest,Static Dependency
tika-parsers,TabularFormatsTest.java,java.util.Arrays,Static Dependency
tika-parsers,TabularFormatsTest.java,java.text.DateFormatSymbols,Static Dependency
tika-parsers,TabularFormatsTest.java,java.util.ArrayList,Static Dependency
tika-parsers,TabularFormatsTest.java,org.slf4j.LoggerFactory,Static Dependency
tika-parsers,TabularFormatsTest.java,java.util.Locale,Static Dependency
tika-parsers,AppleSingleFileParserTest.java,org.junit.jupiter.api.Test,Static Dependency
tika-parsers,AppleSingleFileParserTest.java,org.apache.tika.TikaTest,Static Dependency
tika-parsers,AppleSingleFileParserTest.java,java.util.List,Static Dependency
tika-parsers,AppleSingleFileParserTest.java,java.util.Arrays,Static Dependency
tika-parsers,AppleSingleFileParserTest.java,org.apache.tika.metadata.Metadata,Static Dependency
tika-parsers,AppleSingleFileParserTest.java,org.apache.tika.parser.pdf.PDFParser,Static Dependency
tika-parsers,AppleSingleFileParserTest.java,org.apache.tika.metadata.TikaCoreProperties,Static Dependency
tika-parsers,IWorkTest.java,java.nio.file.Paths,Static Dependency
tika-parsers,IWorkTest.java,org.apache.tika.TikaTest,Static Dependency
tika-parsers,IWorkTest.java,org.junit.jupiter.api.Test,Static Dependency
tika-parsers,IWorkTest.java,java.nio.file.Path,Static Dependency
tika-parsers,PListParserTest.java,org.junit.jupiter.api.Test,Static Dependency
tika-parsers,PListParserTest.java,org.apache.tika.TikaTest,Static Dependency
tika-parsers,PListParserTest.java,java.util.List,Static Dependency
tika-parsers,PListParserTest.java,org.apache.tika.metadata.Metadata,Static Dependency
tika-parsers,PListParserTest.java,org.apache.tika.metadata.TikaCoreProperties,Static Dependency
tika-parsers,TSDParserTest.java,org.junit.jupiter.api.Test,Static Dependency
tika-parsers,TSDParserTest.java,org.apache.tika.TikaTest,Static Dependency
tika-parsers,TSDParserTest.java,java.util.List,Static Dependency
tika-parsers,TSDParserTest.java,org.apache.tika.metadata.Metadata,Static Dependency
tika-parsers,TSDParserTest.java,org.apache.tika.parser.pdf.PDFParserConfig,Static Dependency
tika-parsers,TSDParserTest.java,org.apache.tika.parser.pdf.OcrConfig,Static Dependency
tika-parsers,TSDParserTest.java,org.apache.tika.parser.ParseContext,Static Dependency
tika-parsers,TSDParserTest.java,org.apache.tika.metadata.TikaCoreProperties,Static Dependency
tika-parsers,ODFParserTest.java,org.junit.jupiter.api.Test,Static Dependency
tika-parsers,ODFParserTest.java,org.apache.tika.TikaTest,Static Dependency
tika-parsers,ODFParserTest.java,java.util.List,Static Dependency
tika-parsers,ODFParserTest.java,org.junit.jupiter.api.BeforeAll,Static Dependency
tika-parsers,ODFParserTest.java,org.apache.tika.metadata.PagedText,Static Dependency
tika-parsers,ODFParserTest.java,org.apache.tika.metadata.Metadata,Static Dependency
tika-parsers,ODFParserTest.java,org.apache.tika.TikaLoaderHelper,Static Dependency
tika-parsers,ODFParserTest.java,org.apache.tika.metadata.TikaCoreProperties,Static Dependency
tika-parsers,ODFParserTest.java,org.apache.tika.parser.Parser,Static Dependency
tika-parsers,MboxParserTest.java,org.junit.jupiter.api.Test,Static Dependency
tika-parsers,MboxParserTest.java,org.xml.sax.ContentHandler,Static Dependency
tika-parsers,MboxParserTest.java,org.apache.tika.TikaTest,Static Dependency
tika-parsers,MboxParserTest.java,org.apache.tika.sax.BodyContentHandler,Static Dependency
tika-parsers,MboxParserTest.java,org.junit.jupiter.api.BeforeEach,Static Dependency
tika-parsers,MboxParserTest.java,org.apache.tika.metadata.Metadata,Static Dependency
tika-parsers,MboxParserTest.java,org.apache.tika.detect.TypeDetector,Static Dependency
tika-parsers,MboxParserTest.java,org.apache.tika.io.TikaInputStream,Static Dependency
tika-parsers,MboxParserTest.java,org.apache.tika.parser.ParseContext,Static Dependency
tika-parsers,MboxParserTest.java,org.apache.tika.parser.AutoDetectParser,Static Dependency
tika-parsers,MboxParserTest.java,org.apache.tika.parser.Parser,Static Dependency
tika-parsers,MboxParserTest.java,org.apache.tika.parser.mbox.MboxParser,Static Dependency
tika-parsers,RFC822ParserTest.java,org.junit.jupiter.api.Test,Static Dependency
tika-parsers,RFC822ParserTest.java,org.xml.sax.ContentHandler,Static Dependency
tika-parsers,RFC822ParserTest.java,java.util.List,Static Dependency
tika-parsers,RFC822ParserTest.java,org.apache.tika.TikaTest,Static Dependency
tika-parsers,RFC822ParserTest.java,org.apache.tika.sax.BodyContentHandler,Static Dependency
tika-parsers,RFC822ParserTest.java,org.junit.jupiter.api.BeforeAll,Static Dependency
tika-parsers,RFC822ParserTest.java,org.apache.tika.parser.PasswordProvider,Static Dependency
tika-parsers,RFC822ParserTest.java,org.apache.tika.metadata.Metadata,Static Dependency
tika-parsers,RFC822ParserTest.java,org.apache.tika.io.TikaInputStream,Static Dependency
tika-parsers,RFC822ParserTest.java,org.apache.tika.TikaLoaderHelper,Static Dependency
tika-parsers,RFC822ParserTest.java,org.apache.tika.parser.ParseContext,Static Dependency
tika-parsers,RFC822ParserTest.java,java.io.InputStream,Static Dependency
tika-parsers,RFC822ParserTest.java,org.apache.tika.metadata.TikaCoreProperties,Static Dependency
tika-parsers,RFC822ParserTest.java,org.apache.tika.parser.Parser,Static Dependency
tika-parsers,EMFParserTest.java,org.junit.jupiter.api.Test,Static Dependency
tika-parsers,EMFParserTest.java,org.apache.tika.TikaTest,Static Dependency
tika-parsers,EMFParserTest.java,java.util.List,Static Dependency
tika-parsers,EMFParserTest.java,org.apache.tika.metadata.Metadata,Static Dependency
tika-parsers,EMFParserTest.java,org.apache.tika.metadata.TikaCoreProperties,Static Dependency
tika-parsers,XML2003ParserTest.java,org.junit.jupiter.api.Test,Static Dependency
tika-parsers,XML2003ParserTest.java,org.apache.tika.TikaTest,Static Dependency
tika-parsers,XML2003ParserTest.java,java.util.List,Static Dependency
tika-parsers,XML2003ParserTest.java,java.util.Arrays,Static Dependency
tika-parsers,XML2003ParserTest.java,org.apache.tika.metadata.Metadata,Static Dependency
tika-parsers,XML2003ParserTest.java,org.apache.tika.metadata.Office,Static Dependency
tika-parsers,XML2003ParserTest.java,org.apache.tika.metadata.TikaCoreProperties,Static Dependency
tika-parsers,PowerPointParserTest.java,org.junit.jupiter.api.Test,Static Dependency
tika-parsers,PowerPointParserTest.java,org.apache.tika.TikaTest,Static Dependency
tika-parsers,PowerPointParserTest.java,java.util.List,Static Dependency
tika-parsers,PowerPointParserTest.java,org.apache.tika.metadata.Metadata,Static Dependency
tika-parsers,PowerPointParserTest.java,org.apache.tika.metadata.TikaCoreProperties,Static Dependency
tika-parsers,POIContainerExtractionTest.java,org.junit.jupiter.api.Test,Static Dependency
tika-parsers,POIContainerExtractionTest.java,org.apache.tika.extractor.ParserContainerExtractor,Static Dependency
tika-parsers,POIContainerExtractionTest.java,org.apache.tika.TikaTest,Static Dependency
tika-parsers,POIContainerExtractionTest.java,org.apache.tika.extractor.ContainerExtractor,Static Dependency
tika-parsers,ExcelParserTest.java,org.junit.jupiter.api.Test,Static Dependency
tika-parsers,ExcelParserTest.java,org.apache.tika.TikaTest,Static Dependency
tika-parsers,ExcelParserTest.java,java.util.List,Static Dependency
tika-parsers,ExcelParserTest.java,org.apache.tika.metadata.Metadata,Static Dependency
tika-parsers,ExcelParserTest.java,org.apache.tika.metadata.TikaCoreProperties,Static Dependency
tika-parsers,RTFParserTest.java,org.apache.commons.io.FilenameUtils,Static Dependency
tika-parsers,RTFParserTest.java,org.junit.jupiter.api.Test,Static Dependency
tika-parsers,RTFParserTest.java,org.apache.tika.sax.BasicContentHandlerFactory,Static Dependency
tika-parsers,RTFParserTest.java,java.util.List,Static Dependency
tika-parsers,RTFParserTest.java,java.util.Map,Static Dependency
tika-parsers,RTFParserTest.java,org.apache.tika.TikaTest,Static Dependency
tika-parsers,RTFParserTest.java,org.apache.tika.sax.RecursiveParserWrapperHandler,Static Dependency
tika-parsers,RTFParserTest.java,java.util.Arrays,Static Dependency
tika-parsers,RTFParserTest.java,org.apache.tika.metadata.RTFMetadata,Static Dependency
tika-parsers,RTFParserTest.java,org.apache.tika.metadata.Metadata,Static Dependency
tika-parsers,RTFParserTest.java,org.apache.tika.io.TikaInputStream,Static Dependency
tika-parsers,RTFParserTest.java,org.apache.tika.parser.ParseContext,Static Dependency
tika-parsers,RTFParserTest.java,org.apache.tika.parser.RecursiveParserWrapper,Static Dependency
tika-parsers,RTFParserTest.java,java.util.HashMap,Static Dependency
tika-parsers,RTFParserTest.java,org.apache.tika.metadata.TikaCoreProperties,Static Dependency
tika-parsers,SXWPFExtractorTest.java,org.junit.jupiter.api.Test,Static Dependency
tika-parsers,SXWPFExtractorTest.java,org.apache.tika.TikaTest,Static Dependency
tika-parsers,SXWPFExtractorTest.java,java.util.List,Static Dependency
tika-parsers,SXWPFExtractorTest.java,org.junit.jupiter.api.Disabled,Static Dependency
tika-parsers,SXWPFExtractorTest.java,org.apache.tika.parser.microsoft.OfficeParserConfig,Static Dependency
tika-parsers,SXWPFExtractorTest.java,org.junit.jupiter.api.BeforeEach,Static Dependency
tika-parsers,SXWPFExtractorTest.java,org.apache.tika.metadata.Metadata,Static Dependency
tika-parsers,SXWPFExtractorTest.java,org.apache.tika.parser.microsoft.EMFParser,Static Dependency
tika-parsers,SXWPFExtractorTest.java,org.apache.tika.parser.ParseContext,Static Dependency
tika-parsers,SXWPFExtractorTest.java,org.apache.tika.metadata.Office,Static Dependency
tika-parsers,SXWPFExtractorTest.java,org.apache.tika.metadata.TikaCoreProperties,Static Dependency
tika-parsers,OOXMLParserTest.java,org.junit.jupiter.api.Test,Static Dependency
tika-parsers,OOXMLParserTest.java,org.apache.tika.TikaTest,Static Dependency
tika-parsers,OOXMLParserTest.java,java.util.List,Static Dependency
tika-parsers,OOXMLParserTest.java,org.junit.jupiter.api.Disabled,Static Dependency
tika-parsers,OOXMLParserTest.java,org.apache.tika.parser.microsoft.OfficeParserConfig,Static Dependency
tika-parsers,OOXMLParserTest.java,org.apache.tika.metadata.Metadata,Static Dependency
tika-parsers,OOXMLParserTest.java,org.apache.tika.parser.microsoft.EMFParser,Static Dependency
tika-parsers,OOXMLParserTest.java,org.apache.tika.parser.ParseContext,Static Dependency
tika-parsers,OOXMLParserTest.java,org.apache.tika.metadata.Office,Static Dependency
tika-parsers,OOXMLParserTest.java,org.apache.tika.metadata.TikaCoreProperties,Static Dependency
tika-parsers,OOXMLParserTest.java,org.apache.tika.parser.Parser,Static Dependency
tika-parsers,OOXMLParserTest.java,org.apache.tika.config.loader.TikaLoader,Static Dependency
tika-parsers,TruncatedOOXMLTest.java,org.junit.jupiter.api.Test,Static Dependency
tika-parsers,TruncatedOOXMLTest.java,org.apache.tika.detect.Detector,Static Dependency
tika-parsers,TruncatedOOXMLTest.java,org.apache.tika.TikaTest,Static Dependency
tika-parsers,TruncatedOOXMLTest.java,java.util.List,Static Dependency
tika-parsers,TruncatedOOXMLTest.java,java.io.BufferedInputStream,Static Dependency
tika-parsers,TruncatedOOXMLTest.java,org.apache.tika.metadata.Metadata,Static Dependency
tika-parsers,TruncatedOOXMLTest.java,org.apache.tika.io.TikaInputStream,Static Dependency
tika-parsers,TruncatedOOXMLTest.java,org.apache.tika.parser.ParseContext,Static Dependency
tika-parsers,TruncatedOOXMLTest.java,org.apache.tika.detect.DefaultDetector,Static Dependency
tika-parsers,TruncatedOOXMLTest.java,java.io.InputStream,Static Dependency
tika-parsers,TruncatedOOXMLTest.java,org.apache.tika.metadata.TikaCoreProperties,Static Dependency
tika-parsers,TruncatedOOXMLTest.java,org.apache.tika.mime.MediaType,Static Dependency
tika-parsers,MockParserTest.java,org.junit.jupiter.api.Test,Static Dependency
tika-parsers,MockParserTest.java,java.io.IOException,Static Dependency
tika-parsers,MockParserTest.java,org.apache.tika.TikaTest,Static Dependency
tika-parsers,MockParserTest.java,org.junit.jupiter.api.Disabled,Static Dependency
tika-parsers,MockParserTest.java,org.apache.commons.io.IOUtils,Static Dependency
tika-parsers,MockParserTest.java,org.apache.tika.metadata.Metadata,Static Dependency
tika-parsers,MockParserTest.java,java.io.ByteArrayOutputStream,Static Dependency
tika-parsers,MockParserTest.java,java.io.PrintStream,Static Dependency
tika-parsers,MockParserTest.java,org.apache.tika.io.TikaInputStream,Static Dependency
tika-parsers,MockParserTest.java,org.apache.tika.exception.TikaException,Static Dependency
tika-parsers,MockParserTest.java,java.io.InputStream,Static Dependency
tika-parsers,MockParserTest.java,org.apache.tika.metadata.TikaCoreProperties,Static Dependency
tika-parsers,SkipContainerDocumentDigestTest.java,org.junit.jupiter.api.Test,Static Dependency
tika-parsers,SkipContainerDocumentDigestTest.java,org.apache.tika.parser.AutoDetectParserConfig,Static Dependency
tika-parsers,SkipContainerDocumentDigestTest.java,org.apache.tika.TikaTest,Static Dependency
tika-parsers,SkipContainerDocumentDigestTest.java,java.util.List,Static Dependency
tika-parsers,SkipContainerDocumentDigestTest.java,org.apache.tika.parser.digestutils.CommonsDigesterFactory,Static Dependency
tika-parsers,SkipContainerDocumentDigestTest.java,org.apache.tika.metadata.Metadata,Static Dependency
tika-parsers,SkipContainerDocumentDigestTest.java,org.apache.tika.parser.AutoDetectParser,Static Dependency
tika-parsers,SkipContainerDocumentDigestTest.java,org.apache.tika.digest.DigestDef,Static Dependency
tika-parsers,SkipContainerDocumentDigestTest.java,org.apache.tika.parser.ParseContext,Static Dependency
tika-parsers,SkipContainerDocumentDigestTest.java,org.apache.tika.parser.digestutils.CommonsDigester,Static Dependency
tika-parsers,SkipContainerDocumentDigestTest.java,org.apache.tika.digest.SkipContainerDocumentDigest,Static Dependency
tika-parsers,SkipContainerDocumentDigestTest.java,org.apache.tika.metadata.TikaCoreProperties,Static Dependency
tika-parsers,DigestConfigTest.java,org.junit.jupiter.api.Test,Static Dependency
tika-parsers,DigestConfigTest.java,org.apache.tika.TikaTest,Static Dependency
tika-parsers,DigestConfigTest.java,java.util.List,Static Dependency
tika-parsers,DigestConfigTest.java,org.apache.tika.metadata.Metadata,Static Dependency
tika-parsers,DigestConfigTest.java,org.apache.tika.TikaLoaderHelper,Static Dependency
tika-parsers,DigestConfigTest.java,org.apache.tika.metadata.TikaCoreProperties,Static Dependency
tika-parsers,DigestConfigTest.java,org.apache.tika.parser.Parser,Static Dependency
tika-parsers,TesseractOCRParserTest.java,java.io.IOException,Static Dependency
tika-parsers,TesseractOCRParserTest.java,org.apache.tika.sax.BasicContentHandlerFactory,Static Dependency
tika-parsers,TesseractOCRParserTest.java,org.junit.jupiter.api.Disabled,Static Dependency
tika-parsers,TesseractOCRParserTest.java,org.apache.tika.metadata.Metadata,Static Dependency
tika-parsers,TesseractOCRParserTest.java,org.apache.tika.parser.image.ImageMetadataExtractor,Static Dependency
tika-parsers,TesseractOCRParserTest.java,org.apache.tika.parser.DefaultParser,Static Dependency
tika-parsers,TesseractOCRParserTest.java,java.util.Map,Static Dependency
tika-parsers,TesseractOCRParserTest.java,org.apache.tika.config.ParseContextConfig,Static Dependency
tika-parsers,TesseractOCRParserTest.java,org.apache.tika.parser.ParseContext,Static Dependency
tika-parsers,TesseractOCRParserTest.java,org.apache.tika.mime.MediaType,Static Dependency
tika-parsers,TesseractOCRParserTest.java,org.apache.tika.config.loader.TikaLoader,Static Dependency
tika-parsers,TesseractOCRParserTest.java,java.nio.file.Paths,Static Dependency
tika-parsers,TesseractOCRParserTest.java,org.apache.tika.metadata.PDF,Static Dependency
tika-parsers,TesseractOCRParserTest.java,org.apache.tika.parser.image.ImageParser,Static Dependency
