,,versionIndex,versionDate,project,versionId,from,fromId,to,toId
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,103178,affects,cyclicDep,103174,org.apache.tika.pipes.core.config.ConfigStoreFactory,8732
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,103183,affects,cyclicDep,103180,org.apache.tika.pipes.core.server.PipesWorker,8630
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,103184,affects,cyclicDep,103180,org.apache.tika.pipes.core.server.ParseHandler,8656
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,103189,affects,cyclicDep,103186,org.apache.tika.plugins.ThreadSafeUnzipper,14619
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,103190,affects,cyclicDep,103186,org.apache.tika.plugins.TikaPluginManager,357
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,103195,affects,cyclicDep,103192,org.apache.tika.parser.ocr.ImagePreprocessor,1340
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,103196,affects,cyclicDep,103192,org.apache.tika.parser.ocr.TesseractOCRParser,1256
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,103201,affects,cyclicDep,103198,org.apache.tika.gui.ParsingTransferHandler,9138
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,103202,affects,cyclicDep,103198,org.apache.tika.gui.TikaGUI,9122
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,103213,affects,cyclicDep,103210,org.apache.tika.parser.microsoft.AbstractPOIFSExtractor,26558
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,103215,affects,cyclicDep,103210,org.apache.tika.parser.microsoft.OfficeParser,4826
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,103214,affects,cyclicDep,103210,org.apache.tika.parser.microsoft.ExcelExtractor,26531
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,103227,affects,cyclicDep,103223,org.apache.tika.parser.microsoft.rtf.RTFEmbObjHandler,16257
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,103226,affects,cyclicDep,103223,org.apache.tika.parser.microsoft.rtf.RTFObjDataParser,16210
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,103229,affects,cyclicDep,103223,org.apache.tika.parser.microsoft.OutlookExtractor,26691
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,103228,affects,cyclicDep,103223,org.apache.tika.parser.microsoft.rtf.RTFParser,4862
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,103230,affects,cyclicDep,103223,org.apache.tika.parser.microsoft.OfficeParser,4826
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,103235,affects,cyclicDep,103232,org.apache.tika.parser.microsoft.rtf.TextExtractor,16235
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,103236,affects,cyclicDep,103232,org.apache.tika.parser.microsoft.rtf.RTFEmbObjHandler,16257
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,103297,affects,cyclicDep,103293,org.apache.tika.parser.microsoft.ooxml.OOXMLParser,4845
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,103296,affects,cyclicDep,103293,org.apache.tika.parser.microsoft.ooxml.OOXMLExtractorFactory,26303
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,103303,affects,cyclicDep,103299,org.apache.tika.parser.microsoft.ooxml.POIXMLTextExtractorDecorator,26163
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,103302,affects,cyclicDep,103299,org.apache.tika.parser.microsoft.ooxml.AbstractOOXMLExtractor,12391
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,103305,affects,cyclicDep,103299,org.apache.tika.parser.microsoft.ooxml.OOXMLParser,4845
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,103304,affects,cyclicDep,103299,org.apache.tika.parser.microsoft.ooxml.OOXMLExtractorFactory,26303
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,103306,affects,cyclicDep,103299,org.apache.tika.parser.microsoft.OfficeParser,4826
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,103311,affects,cyclicDep,103308,org.apache.tika.parser.pdf.AbstractPDF2XHTML,24214
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,103313,affects,cyclicDep,103308,org.apache.tika.parser.pdf.PDFParser,6793
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,103312,affects,cyclicDep,103308,org.apache.tika.parser.pdf.OCR2XHTML,24339
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,103319,affects,cyclicDep,103315,org.apache.tika.parser.pdf.PDFParserConfig,6876
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,103318,affects,cyclicDep,103315,org.apache.tika.parser.pdf.PDF2XHTML,24318
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,103320,affects,cyclicDep,103315,org.apache.tika.parser.pdf.AbstractPDF2XHTML,24214
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,103325,affects,cyclicDep,103322,org.apache.tika.parser.pdf.PDF2XHTML,24318
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,103327,affects,cyclicDep,103322,org.apache.tika.parser.pdf.AbstractPDF2XHTML,24214
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,103326,affects,cyclicDep,103322,org.apache.tika.parser.pdf.PDFParserConfig,6876
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,103329,affects,cyclicDep,103322,org.apache.tika.parser.pdf.PDFParser,6793
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,103328,affects,cyclicDep,103322,org.apache.tika.parser.pdf.OCR2XHTML,24339
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,103341,affects,cyclicDep,103337,org.apache.tika.parser.pdf.PDF2XHTML,24318
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,103340,affects,cyclicDep,103337,org.apache.tika.parser.pdf.image.ImageGraphicsEngine,18712
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,103342,affects,cyclicDep,103337,org.apache.tika.parser.pdf.PDFParserConfig,6876
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,103353,affects,cyclicDep,103350,org.apache.tika.renderer.pdf.pdfbox.PDFBoxRenderer,6787
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,103354,affects,cyclicDep,103350,org.apache.tika.parser.pdf.PDFParser,6793
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,103359,affects,cyclicDep,103356,org.apache.tika.parser.microsoft.pst.PSTMailItemParser,27564
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,103360,affects,cyclicDep,103356,org.apache.tika.parser.microsoft.pst.OutlookPSTParser,27494
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,103365,affects,cyclicDep,103362,org.apache.tika.eval.app.ProfilerBase,13764
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,103366,affects,cyclicDep,103362,org.apache.tika.eval.app.EvalFilePaths,13740
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,103371,affects,cyclicDep,103368,org.apache.tika.pipes.fork.PipesForkParserConfig,17751
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,103372,affects,cyclicDep,103368,org.apache.tika.pipes.fork.PipesForkParser,17743
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,103377,affects,cyclicDep,103374,org.apache.tika.langdetect.tika.ProfilingWriter,14328
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,103379,affects,cyclicDep,103374,org.apache.tika.langdetect.tika.LanguageIdentifier,14320
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,103378,affects,cyclicDep,103374,org.apache.tika.langdetect.tika.LanguageProfile,14336
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,103385,affects,cyclicDep,103381,org.apache.tika.langdetect.tika.LanguageProfile,14336
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,103384,affects,cyclicDep,103381,org.apache.tika.langdetect.tika.ProfilingWriter,14328
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,103391,affects,cyclicDep,103387,org.apache.tika.parser.csv.TextAndCSVParser,2958
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,103390,affects,cyclicDep,103387,org.apache.tika.parser.csv.CSVSniffer,9266
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,103409,affects,cyclicDep,103405,org.apache.tika.parser.dbf.DBFReader,29108
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,103408,affects,cyclicDep,103405,org.apache.tika.parser.dbf.DBFRow,29141
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,103410,affects,cyclicDep,103405,org.apache.tika.parser.dbf.DBFCell,29102
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,103415,affects,cyclicDep,103412,org.apache.tika.parser.external2.ExternalParserConfig,5238
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,103416,affects,cyclicDep,103412,org.apache.tika.parser.external2.ExternalParser,5245
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,103421,affects,cyclicDep,103418,org.apache.tika.parser.sqlite3.SQLite3Parser,10770
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,103422,affects,cyclicDep,103418,org.apache.tika.parser.sqlite3.SQLite3DBParser,10729
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,103427,affects,cyclicDep,103424,org.apache.tika.parser.microsoft.JackcessParser,26659
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,103428,affects,cyclicDep,103424,org.apache.tika.parser.microsoft.JackcessExtractor,26642
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,103439,affects,cyclicDep,103436,org.apache.tika.parser.microsoft.chm.ChmLzxcResetTable,11872
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,103441,affects,cyclicDep,103436,org.apache.tika.parser.microsoft.chm.ChmAssert,11993
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,103440,affects,cyclicDep,103436,org.apache.tika.parser.microsoft.chm.ChmCommons,11912
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,103447,affects,cyclicDep,103443,org.apache.tika.parser.microsoft.chm.ChmCommons,11912
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,103446,affects,cyclicDep,103443,org.apache.tika.parser.microsoft.chm.DirectoryListingEntry,11888
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,103448,affects,cyclicDep,103443,org.apache.tika.parser.microsoft.chm.ChmAssert,11993
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,103459,affects,cyclicDep,103456,org.apache.tika.parser.microsoft.onenote.FileNodeList,5401
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,103460,affects,cyclicDep,103456,org.apache.tika.parser.microsoft.onenote.FileNode,5409
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,103465,affects,cyclicDep,103462,org.apache.tika.parser.microsoft.onenote.OneNoteDocument,5507
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,103467,affects,cyclicDep,103462,org.apache.tika.parser.microsoft.onenote.ObjectSpaceObjectPropSet,5489
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,103466,affects,cyclicDep,103462,org.apache.tika.parser.microsoft.onenote.PropertySet,5496
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,103469,affects,cyclicDep,103462,org.apache.tika.parser.microsoft.onenote.FileNodeUnion,5739
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,103468,affects,cyclicDep,103462,org.apache.tika.parser.microsoft.onenote.ObjectDeclarationWithRefCount,5625
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,103470,affects,cyclicDep,103462,org.apache.tika.parser.microsoft.onenote.FileNode,5409
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,103475,affects,cyclicDep,103472,org.apache.tika.parser.microsoft.onenote.FileNodePtr,5517
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,103477,affects,cyclicDep,103472,org.apache.tika.parser.microsoft.onenote.PropertySet,5496
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,103476,affects,cyclicDep,103472,org.apache.tika.parser.microsoft.onenote.OneNoteDocument,5507
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,103479,affects,cyclicDep,103472,org.apache.tika.parser.microsoft.onenote.ObjectDeclarationWithRefCount,5625
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,103478,affects,cyclicDep,103472,org.apache.tika.parser.microsoft.onenote.ObjectSpaceObjectPropSet,5489
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,103481,affects,cyclicDep,103472,org.apache.tika.parser.microsoft.onenote.FileNode,5409
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,103480,affects,cyclicDep,103472,org.apache.tika.parser.microsoft.onenote.FileNodeUnion,5739
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,103487,affects,cyclicDep,103483,org.apache.tika.parser.microsoft.onenote.OneNoteDocument,5507
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,103486,affects,cyclicDep,103483,org.apache.tika.parser.microsoft.onenote.FileNodePtr,5517
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,103493,affects,cyclicDep,103489,org.apache.tika.parser.microsoft.onenote.PropertySet,5496
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,103492,affects,cyclicDep,103489,org.apache.tika.parser.microsoft.onenote.OneNoteDocument,5507
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,103495,affects,cyclicDep,103489,org.apache.tika.parser.microsoft.onenote.ObjectDeclarationWithRefCount,5625
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,103494,affects,cyclicDep,103489,org.apache.tika.parser.microsoft.onenote.ObjectSpaceObjectPropSet,5489
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,103496,affects,cyclicDep,103489,org.apache.tika.parser.microsoft.onenote.FileNodeUnion,5739
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,103501,affects,cyclicDep,103498,org.apache.tika.parser.microsoft.onenote.OneNotePtr,5548
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,103503,affects,cyclicDep,103498,org.apache.tika.parser.microsoft.onenote.ObjectSpaceObjectPropSet,5489
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,103502,affects,cyclicDep,103498,org.apache.tika.parser.microsoft.onenote.PropertySet,5496
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,103505,affects,cyclicDep,103498,org.apache.tika.parser.microsoft.onenote.FileNodeUnion,5739
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,103504,affects,cyclicDep,103498,org.apache.tika.parser.microsoft.onenote.ObjectDeclarationWithRefCount,5625
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,103507,affects,cyclicDep,103498,org.apache.tika.parser.microsoft.onenote.CheckedFileNodePushBack,5395
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,103506,affects,cyclicDep,103498,org.apache.tika.parser.microsoft.onenote.FileNode,5409
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,103513,affects,cyclicDep,103509,org.apache.tika.parser.microsoft.onenote.PropertySet,5496
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,103512,affects,cyclicDep,103509,org.apache.tika.parser.microsoft.onenote.OneNotePtr,5548
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,103515,affects,cyclicDep,103509,org.apache.tika.parser.microsoft.onenote.ObjectDeclarationWithRefCount,5625
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,103514,affects,cyclicDep,103509,org.apache.tika.parser.microsoft.onenote.ObjectSpaceObjectPropSet,5489
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,103517,affects,cyclicDep,103509,org.apache.tika.parser.microsoft.onenote.FileNode,5409
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,103516,affects,cyclicDep,103509,org.apache.tika.parser.microsoft.onenote.FileNodeUnion,5739
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,103523,affects,cyclicDep,103519,org.apache.tika.parser.microsoft.onenote.PropertySet,5496
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,103522,affects,cyclicDep,103519,org.apache.tika.parser.microsoft.onenote.OneNotePtr,5548
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,103525,affects,cyclicDep,103519,org.apache.tika.parser.microsoft.onenote.ObjectDeclarationWithRefCount,5625
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,103524,affects,cyclicDep,103519,org.apache.tika.parser.microsoft.onenote.ObjectSpaceObjectPropSet,5489
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,103526,affects,cyclicDep,103519,org.apache.tika.parser.microsoft.onenote.FileNodeUnion,5739
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,103531,affects,cyclicDep,103528,org.apache.tika.parser.microsoft.onenote.OneNotePtr,5548
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,103533,affects,cyclicDep,103528,org.apache.tika.parser.microsoft.onenote.ObjectSpaceObjectPropSet,5489
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,103532,affects,cyclicDep,103528,org.apache.tika.parser.microsoft.onenote.PropertySet,5496
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,103534,affects,cyclicDep,103528,org.apache.tika.parser.microsoft.onenote.ObjectDeclarationWithRefCount,5625
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,103539,affects,cyclicDep,103536,org.apache.tika.parser.microsoft.onenote.ObjectRevisionWithRefCountFNDX,5762
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,103541,affects,cyclicDep,103536,org.apache.tika.parser.microsoft.onenote.PropertySet,5496
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,103540,affects,cyclicDep,103536,org.apache.tika.parser.microsoft.onenote.OneNotePtr,5548
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,103542,affects,cyclicDep,103536,org.apache.tika.parser.microsoft.onenote.ObjectSpaceObjectPropSet,5489
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,103547,affects,cyclicDep,103544,org.apache.tika.parser.microsoft.onenote.OneNotePtr,5548
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,103549,affects,cyclicDep,103544,org.apache.tika.parser.microsoft.onenote.ObjectSpaceObjectPropSet,5489
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,103548,affects,cyclicDep,103544,org.apache.tika.parser.microsoft.onenote.PropertySet,5496
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,103561,affects,cyclicDep,103557,org.apache.tika.parser.microsoft.onenote.OneNoteParser,3312
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,103560,affects,cyclicDep,103557,org.apache.tika.parser.microsoft.onenote.OneNoteTreeWalker,5569
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,103563,affects,cyclicDep,103557,org.apache.tika.parser.microsoft.onenote.PropertySet,5496
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,103562,affects,cyclicDep,103557,org.apache.tika.parser.microsoft.onenote.OneNotePtr,5548
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,103565,affects,cyclicDep,103557,org.apache.tika.parser.microsoft.onenote.ObjectDeclarationWithRefCount,5625
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,103564,affects,cyclicDep,103557,org.apache.tika.parser.microsoft.onenote.ObjectSpaceObjectPropSet,5489
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,103567,affects,cyclicDep,103557,org.apache.tika.parser.microsoft.onenote.FileNode,5409
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,103566,affects,cyclicDep,103557,org.apache.tika.parser.microsoft.onenote.FileNodeUnion,5739
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,103573,affects,cyclicDep,103569,org.apache.tika.parser.microsoft.onenote.OneNoteParser,3312
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,103572,affects,cyclicDep,103569,org.apache.tika.parser.microsoft.onenote.OneNoteTreeWalker,5569
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,103575,affects,cyclicDep,103569,org.apache.tika.parser.microsoft.onenote.PropertySet,5496
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,103574,affects,cyclicDep,103569,org.apache.tika.parser.microsoft.onenote.OneNotePtr,5548
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,103577,affects,cyclicDep,103569,org.apache.tika.parser.microsoft.onenote.ObjectDeclarationWithRefCount,5625
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,103576,affects,cyclicDep,103569,org.apache.tika.parser.microsoft.onenote.ObjectSpaceObjectPropSet,5489
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,103578,affects,cyclicDep,103569,org.apache.tika.parser.microsoft.onenote.FileNodeUnion,5739
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,103583,affects,cyclicDep,103580,org.apache.tika.parser.microsoft.onenote.OneNoteTreeWalker,5569
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,103585,affects,cyclicDep,103580,org.apache.tika.parser.microsoft.onenote.OneNotePtr,5548
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,103584,affects,cyclicDep,103580,org.apache.tika.parser.microsoft.onenote.OneNoteParser,3312
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,103591,affects,cyclicDep,103587,org.apache.tika.parser.microsoft.onenote.OneNoteParser,3312
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,103590,affects,cyclicDep,103587,org.apache.tika.parser.microsoft.onenote.OneNoteTreeWalker,5569
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,103593,affects,cyclicDep,103587,org.apache.tika.parser.microsoft.onenote.PropertySet,5496
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,103592,affects,cyclicDep,103587,org.apache.tika.parser.microsoft.onenote.OneNotePtr,5548
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,103599,affects,cyclicDep,103595,org.apache.tika.parser.microsoft.onenote.OneNoteTreeWalker,5569
